TP,FP,FN,precision,recall,F1,corr_reads_mapped,L1_reads_mapped,corr_reads_mapped_div_gene_len,L1_reads_mapped_div_gene_len,percent_correct_predictions,total_number_of_predictions,filter_threshold
9468,25435,4103,0.2712660802796321,0.6976641367622135,0.3906424062383958,0.6957241605138681,0.5973253495266452,0.7969126085239381,0.48974169794079625,0.2712660802796321,34903,0
1057,25435,373,0.039898837384870905,0.7391608391608392,0.07571090896067617,0.9146462910559902,0.19476255303620027,0.8848130552386253,0.18332165308079618,0.039898837384870905,26492,5
445,25435,138,0.017194744976816074,0.7632933104631218,0.033631863356384385,0.9376662764405804,0.12330129373011056,0.9687361465836125,0.11960620794599064,0.017194744976816074,25880,10
244,25435,73,0.009501927645157521,0.7697160883280757,0.01877211878750577,0.9427122112712225,0.0979663066468674,0.9740166988948982,0.09604182032671091,0.009501927645157521,25679,15
163,25435,52,0.006367684975388702,0.7581395348837209,0.012629295316313485,0.9509663988849663,0.08076110514230257,0.981411049121723,0.07984508189287368,0.006367684975388702,25598,20
100,25435,39,0.003916193459956922,0.7194244604316546,0.007789982083041208,0.9487563336773966,0.06637317362753689,0.9908936324823927,0.05943634776416509,0.003916193459956922,25535,25
74,25435,29,0.0029009369242228235,0.7184466019417476,0.005778541308761519,0.9390963219101891,0.06090787248948979,0.9913626440201346,0.05382532261298031,0.0029009369242228235,25509,30
54,25435,20,0.002118560947859861,0.7297297297297297,0.004224856237530807,0.9166697066038242,0.059972828589849855,0.9903835953733253,0.052146384945880475,0.002118560947859861,25489,35
38,25435,20,0.0014917756055431242,0.6551724137931034,0.0029767733343778156,0.8774206474276105,0.06248188556910772,0.9885822113036065,0.053670260379996976,0.0014917756055431242,25473,40
28,25435,16,0.0010996347641676158,0.6363636363636364,0.0021954757517544206,0.9523824775600935,0.0479080679985481,0.9919576235432939,0.04696143412153212,0.0010996347641676158,25463,45
21,25435,13,0.0008249528598365807,0.6176470588235294,0.0016477049823460184,0.9332360549658237,0.05237527965830841,0.9909207017853047,0.05236627013767309,0.0008249528598365807,25456,50
17,25435,10,0.0006679239352506679,0.6296296296296297,0.0013344322775619138,0.9248254197520024,0.0560441064787502,0.9903249029350076,0.05491664082251446,0.0006679239352506679,25452,55
13,25435,9,0.0005108456460232631,0.5909090909090909,0.0010208087946603848,0.8907028536597312,0.0513060167737937,0.9922730198933238,0.04810960832050917,0.0005108456460232631,25448,60
10,25435,7,0.00039300451955197487,0.5882352941176471,0.0007854842510407668,0.8968997453964672,0.042874396135265724,0.9847945101139688,0.04688898331093626,0.00039300451955197487,25445,65
5,25435,3,0.00019654088050314466,0.625,0.00039295818924866394,0.9232179569499993,0.03790523690773068,0.9893112831030694,0.04134620683981058,0.00019654088050314466,25440,70
3,25435,3,0.00011793379982703042,0.5,0.0002358119792485458,0.9421595052160376,0.040159466276137035,0.9439029019355268,0.040440713012526996,0.00011793379982703042,25438,75
2,25435,2,7.862562409089122e-05,0.5,0.00015722652411461814,0.9999999999999999,0.03845642049234865,1.0,0.038358853342425725,7.862562409089122e-05,25437,80
2,25435,2,7.862562409089122e-05,0.5,0.00015722652411461814,0.9999999999999999,0.03845642049234865,1.0,0.038358853342425725,7.862562409089122e-05,25437,85
1,25435,1,3.931435760339676e-05,0.5,7.862253321802028e-05,,0.0,,0.0,3.931435760339676e-05,25436,90
0,25435,0,0.0,0.0,0.0,,0.0,,0.0,0.0,25435,95
