TP,FP,FN,precision,recall,F1,corr_reads_mapped,L1_f_unique_weighted_reads_mapped,corr_ave_abund,L1_average_abund_reads_mapped_div_gene_len,percent_correct_predictions,total_number_of_predictions,filter_threshold
9,6,128,0.6,0.06569343065693431,0.11842105263157894,0.09142572184009143,0.5909090909090932,0.2340743256284038,0.4683066656185091,0.6,15,0
3,6,18,0.3333333333333333,0.14285714285714285,0.2,-0.6933752452815364,0.44827586206897385,-0.25781929546685717,0.5075063380265556,0.3333333333333333,9,5
1,6,3,0.14285714285714285,0.25,0.18181818181818182,,0.0,,0.0,0.14285714285714285,7,10
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,15
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,20
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,25
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,30
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,35
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,40
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,45
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,50
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,55
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,60
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,65
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,70
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,75
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,80
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,85
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,90
0,6,0,0.0,0.0,0.0,,0.0,,0.0,0.0,6,95
