TP,FP,FN,precision,recall,F1,corr_reads_mapped,L1_f_unique_weighted_reads_mapped,corr_ave_abund,L1_average_abund_reads_mapped_div_gene_len,percent_correct_predictions,total_number_of_predictions,filter_threshold
0,5,36,0.0,0.0,0,,0.0,,0.0,0.0,5,0
0,5,35,0.0,0.0,0,,0.0,,0.0,0.0,5,5
0,5,27,0.0,0.0,0,,0.0,,0.0,0.0,5,10
0,5,12,0.0,0.0,0,,0.0,,0.0,0.0,5,15
0,5,9,0.0,0.0,0,,0.0,,0.0,0.0,5,20
0,5,7,0.0,0.0,0,,0.0,,0.0,0.0,5,25
0,5,6,0.0,0.0,0,,0.0,,0.0,0.0,5,30
0,5,5,0.0,0.0,0,,0.0,,0.0,0.0,5,35
0,5,3,0.0,0.0,0,,0.0,,0.0,0.0,5,40
0,5,3,0.0,0.0,0,,0.0,,0.0,0.0,5,45
0,5,3,0.0,0.0,0,,0.0,,0.0,0.0,5,50
0,5,3,0.0,0.0,0,,0.0,,0.0,0.0,5,55
0,5,3,0.0,0.0,0,,0.0,,0.0,0.0,5,60
0,5,3,0.0,0.0,0,,0.0,,0.0,0.0,5,65
0,5,3,0.0,0.0,0,,0.0,,0.0,0.0,5,70
0,5,3,0.0,0.0,0,,0.0,,0.0,0.0,5,75
0,5,2,0.0,0.0,0,,0.0,,0.0,0.0,5,80
0,5,2,0.0,0.0,0,,0.0,,0.0,0.0,5,85
0,5,2,0.0,0.0,0,,0.0,,0.0,0.0,5,90
0,5,2,0.0,0.0,0,,0.0,,0.0,0.0,5,95
