TP,FP,FN,precision,recall,F1,corr_reads_mapped,L1_f_unique_weighted_reads_mapped,corr_ave_abund,L1_average_abund_reads_mapped_div_gene_len,percent_correct_predictions,total_number_of_predictions,filter_threshold
0,34,36,0.0,0.0,0,,0.0,,0.0,0.0,34,0
0,34,35,0.0,0.0,0,,0.0,,0.0,0.0,34,5
0,34,27,0.0,0.0,0,,0.0,,0.0,0.0,34,10
0,34,12,0.0,0.0,0,,0.0,,0.0,0.0,34,15
0,34,9,0.0,0.0,0,,0.0,,0.0,0.0,34,20
0,34,7,0.0,0.0,0,,0.0,,0.0,0.0,34,25
0,34,6,0.0,0.0,0,,0.0,,0.0,0.0,34,30
0,34,5,0.0,0.0,0,,0.0,,0.0,0.0,34,35
0,34,3,0.0,0.0,0,,0.0,,0.0,0.0,34,40
0,34,3,0.0,0.0,0,,0.0,,0.0,0.0,34,45
0,34,3,0.0,0.0,0,,0.0,,0.0,0.0,34,50
0,34,3,0.0,0.0,0,,0.0,,0.0,0.0,34,55
0,34,3,0.0,0.0,0,,0.0,,0.0,0.0,34,60
0,34,3,0.0,0.0,0,,0.0,,0.0,0.0,34,65
0,34,3,0.0,0.0,0,,0.0,,0.0,0.0,34,70
0,34,3,0.0,0.0,0,,0.0,,0.0,0.0,34,75
0,34,2,0.0,0.0,0,,0.0,,0.0,0.0,34,80
0,34,2,0.0,0.0,0,,0.0,,0.0,0.0,34,85
0,34,2,0.0,0.0,0,,0.0,,0.0,0.0,34,90
0,34,2,0.0,0.0,0,,0.0,,0.0,0.0,34,95
