TP,FP,FN,precision,recall,F1,corr_reads_mapped,L1_f_unique_weighted_reads_mapped,corr_ave_abund,L1_average_abund_reads_mapped_div_gene_len,percent_correct_predictions,total_number_of_predictions,filter_threshold
45,2,92,0.9574468085106383,0.3284671532846715,0.48913043478260865,0.8289820526606357,0.22320054786235724,0.8513115210709048,0.4572585117813068,0.9574468085106383,47,0
19,2,2,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.4348869906348563,0.21860231271996403,0.8204498426803918,0.30644987184250144,0.9047619047619048,21,5
4,2,0,0.6666666666666666,1.0,0.8,0.14789477332924486,0.20793650793651952,0.30569304851202095,0.2503526370139395,0.6666666666666666,6,10
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,15
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,20
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,25
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,30
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,35
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,40
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,45
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,50
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,55
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,60
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,65
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,70
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,75
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,80
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,85
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,90
0,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0,2,95
