TP,FP,FN,precision,recall,F1,corr_reads_mapped,L1_f_unique_weighted_reads_mapped,corr_ave_abund,L1_average_abund_reads_mapped_div_gene_len,percent_correct_predictions,total_number_of_predictions,filter_threshold
0,9,36,0.0,0.0,0,,0.0,,0.0,0.0,9,0
0,9,35,0.0,0.0,0,,0.0,,0.0,0.0,9,5
0,9,27,0.0,0.0,0,,0.0,,0.0,0.0,9,10
0,9,12,0.0,0.0,0,,0.0,,0.0,0.0,9,15
0,9,9,0.0,0.0,0,,0.0,,0.0,0.0,9,20
0,9,7,0.0,0.0,0,,0.0,,0.0,0.0,9,25
0,9,6,0.0,0.0,0,,0.0,,0.0,0.0,9,30
0,9,5,0.0,0.0,0,,0.0,,0.0,0.0,9,35
0,9,3,0.0,0.0,0,,0.0,,0.0,0.0,9,40
0,9,3,0.0,0.0,0,,0.0,,0.0,0.0,9,45
0,9,3,0.0,0.0,0,,0.0,,0.0,0.0,9,50
0,9,3,0.0,0.0,0,,0.0,,0.0,0.0,9,55
0,9,3,0.0,0.0,0,,0.0,,0.0,0.0,9,60
0,9,3,0.0,0.0,0,,0.0,,0.0,0.0,9,65
0,9,3,0.0,0.0,0,,0.0,,0.0,0.0,9,70
0,9,3,0.0,0.0,0,,0.0,,0.0,0.0,9,75
0,9,2,0.0,0.0,0,,0.0,,0.0,0.0,9,80
0,9,2,0.0,0.0,0,,0.0,,0.0,0.0,9,85
0,9,2,0.0,0.0,0,,0.0,,0.0,0.0,9,90
0,9,2,0.0,0.0,0,,0.0,,0.0,0.0,9,95
